"","country","year","sex","age","count"
"16512","England",2025,"male",35,412053
"16513","England",2025,"female",36,431205
"16514","England",2025,"male",36,406729
"16515","England",2025,"female",37,435207
"16516","England",2025,"male",37,407444
"16517","England",2025,"female",38,424191
"16518","England",2025,"male",38,395738
"16519","England",2025,"female",39,417097
"16520","England",2025,"male",39,392818
"16521","England",2025,"female",40,413406
"16522","England",2025,"male",40,389761
"16523","England",2025,"female",41,399598
"16524","England",2025,"male",41,376237
"16525","England",2025,"female",42,398312
"16526","England",2025,"male",42,375147
"16527","England",2025,"female",43,393693
"16528","England",2025,"male",43,373348
"16529","England",2025,"female",44,397169
"16530","England",2025,"male",44,375605
"16531","England",2025,"female",45,396386
"16532","England",2025,"male",45,377281
"16533","England",2025,"female",46,378134
"16534","England",2025,"male",46,362175
"16535","England",2025,"female",47,350321
"16536","England",2025,"male",47,337988
"16537","England",2025,"female",48,342562
"16538","England",2025,"male",48,331663
"16539","England",2025,"female",49,348457
"16540","England",2025,"male",49,338122
"16541","England",2025,"female",50,354890
"16542","England",2025,"male",50,344134
"16543","England",2025,"female",51,358077
"16544","England",2025,"male",51,347429
"16545","England",2025,"female",52,370647
"16546","England",2025,"male",52,360265
"16547","England",2025,"female",53,383805
"16548","England",2025,"male",53,372291
"16549","England",2025,"female",54,398443
"16550","England",2025,"male",54,383305
"16551","England",2025,"female",55,387300
"16552","England",2025,"male",55,373012
"16553","England",2025,"female",56,394790
"16554","England",2025,"male",56,380234
"16555","England",2025,"female",57,392718
"16556","England",2025,"male",57,378030
"16557","England",2025,"female",58,393408
"16558","England",2025,"male",58,380273
"16559","England",2025,"female",59,392839
"16560","England",2025,"male",59,375724
"16561","England",2025,"female",60,392477
"16562","England",2025,"male",60,375252
"16563","England",2025,"female",61,385894
"16564","England",2025,"male",61,368757
"16565","England",2025,"female",62,375648
"16566","England",2025,"male",62,358976
"16567","England",2025,"female",63,365677
"16568","England",2025,"male",63,348955
"16569","England",2025,"female",64,349601
"16570","England",2025,"male",64,335686
"16571","England",2025,"female",65,334258
"16572","England",2025,"male",65,320113
"16573","England",2025,"female",66,324725
"16574","England",2025,"male",66,309003
"16575","England",2025,"female",67,314118
"16576","England",2025,"male",67,298503
"16577","England",2025,"female",68,301084
"16578","England",2025,"male",68,282820
"16579","England",2025,"female",69,287780
"16580","England",2025,"male",69,269962
"16581","England",2025,"female",70,276392
"16582","England",2025,"male",70,255610
"16583","England",2025,"female",71,275885
"16584","England",2025,"male",71,252283
"16585","England",2025,"female",72,268568
"16586","England",2025,"male",72,245214
"16587","England",2025,"female",73,260312
"16588","England",2025,"male",73,233574
"16589","England",2025,"female",74,259191
"16590","England",2025,"male",74,231807
"16591","England",2025,"female",75,261868
"16592","England",2025,"male",75,230253
"16593","England",2025,"female",76,264671
"16594","England",2025,"male",76,232152
"16595","England",2025,"female",77,276715
"16596","England",2025,"male",77,239876
"16597","England",2025,"female",78,294573
"16598","England",2025,"male",78,254962
"16599","England",2025,"female",79,221771
"16600","England",2025,"male",79,188256
"16601","England",2025,"female",80,210332
"16602","England",2025,"male",80,175609
"16603","England",2025,"female",81,203720
"16604","England",2025,"male",81,167874
"16605","England",2025,"female",82,183458
"16606","England",2025,"male",82,146848
"16607","England",2025,"female",83,158350
"16608","England",2025,"male",83,123343
"16609","England",2025,"female",84,136128
"16610","England",2025,"male",84,102676
"16611","England",2025,"female",85,135036
"16612","England",2025,"male",85,99469
"16613","England",2025,"female",86,126853
"16614","England",2025,"male",86,91052
"16615","England",2025,"female",87,115543
"16616","England",2025,"male",87,80511
"16617","England",2025,"female",88,102017
"16618","England",2025,"male",88,68667
"16619","England",2025,"female",89,88882
"16620","England",2025,"male",89,57059
"16621","England",2025,"female",90,76255
"16622","England",2025,"male",90,46977
"16623","England",2025,"female",91,62846
"16624","England",2025,"male",91,36714
"16625","England",2025,"female",92,52013
"16626","England",2025,"male",92,28971
"16627","England",2025,"female",93,42833
"16628","England",2025,"male",93,22562
"16629","England",2025,"female",94,34013
"16630","England",2025,"male",94,16839
"16631","England",2025,"female",95,26256
"16632","England",2025,"male",95,11941
"16633","England",2025,"female",96,18842
"16634","England",2025,"male",96,7908
"16635","England",2025,"female",97,13271
"16636","England",2025,"male",97,5148
"16637","England",2025,"female",98,9153
"16638","England",2025,"male",98,3272
"16639","England",2025,"female",99,6131
"16640","England",2025,"male",99,1970
"16641","England",2025,"female",100,3945
"16642","England",2025,"male",100,1143
"16643","England",2025,"female",101,2463
"16644","England",2025,"male",101,629
"16645","England",2025,"female",102,1509
"16646","England",2025,"male",102,349
"16647","England",2025,"female",103,903
"16648","England",2025,"male",103,186
"16649","England",2025,"female",104,529
"16650","England",2025,"male",104,99
"16651","England",2026,"female",0,285407
"16652","England",2026,"male",0,299754
"16653","England",2026,"female",1,285824
"16654","England",2026,"male",1,300590
"16655","England",2026,"female",2,286403
"16656","England",2026,"male",2,301559
"16657","England",2026,"female",3,288177
"16658","England",2026,"male",3,303621
"16659","England",2026,"female",4,304155
"16660","England",2026,"male",4,319745
"16661","England",2026,"female",5,302243
"16662","England",2026,"male",5,317372
"16663","England",2026,"female",6,311609
"16664","England",2026,"male",6,326788
"16665","England",2026,"female",7,315972
"16666","England",2026,"male",7,332712
"16667","England",2026,"female",8,320344
"16668","England",2026,"male",8,336224
"16669","England",2026,"female",9,327771
"16670","England",2026,"male",9,343664
"16671","England",2026,"female",10,335916
"16672","England",2026,"male",10,353180
"16673","England",2026,"female",11,333376
"16674","England",2026,"male",11,349568
"16675","England",2026,"female",12,335182
"16676","England",2026,"male",12,351244
"16677","England",2026,"female",13,342885
"16678","England",2026,"male",13,360677
"16679","England",2026,"female",14,352565
"16680","England",2026,"male",14,369953
"16681","England",2026,"female",15,352849
"16682","England",2026,"male",15,371742
"16683","England",2026,"female",16,349914
"16684","England",2026,"male",16,368229
"16685","England",2026,"female",17,349064
"16686","England",2026,"male",17,367858
"16687","England",2026,"female",18,356402
"16688","England",2026,"male",18,375933
"16689","England",2026,"female",19,351906
"16690","England",2026,"male",19,373126
"16691","England",2026,"female",20,356286
"16692","England",2026,"male",20,379224
"16693","England",2026,"female",21,363214
"16694","England",2026,"male",21,390191
"16695","England",2026,"female",22,370754
"16696","England",2026,"male",22,396574
"16697","England",2026,"female",23,372239
"16698","England",2026,"male",23,393981
"16699","England",2026,"female",24,376429
"16700","England",2026,"male",24,389685
"16701","England",2026,"female",25,377917
"16702","England",2026,"male",25,387279
"16703","England",2026,"female",26,385560
"16704","England",2026,"male",26,394137
"16705","England",2026,"female",27,399750
"16706","England",2026,"male",27,405195
"16707","England",2026,"female",28,406407
"16708","England",2026,"male",28,405681
"16709","England",2026,"female",29,417285
"16710","England",2026,"male",29,412071
"16711","England",2026,"female",30,412289
"16712","England",2026,"male",30,406293
"16713","England",2026,"female",31,419635
"16714","England",2026,"male",31,408759
"16715","England",2026,"female",32,429426
"16716","England",2026,"male",32,414885
"16717","England",2026,"female",33,428344
"16718","England",2026,"male",33,411791
"16719","England",2026,"female",34,437946
"16720","England",2026,"male",34,419294
"16721","England",2026,"female",35,440624
"16722","England",2026,"male",35,421540
"16723","England",2026,"female",36,439233
"16724","England",2026,"male",36,416246
"16725","England",2026,"female",37,434483
"16726","England",2026,"male",37,410268
"16727","England",2026,"female",38,437978
"16728","England",2026,"male",38,410367
"16729","England",2026,"female",39,426626
"16730","England",2026,"male",39,398221
"16731","England",2026,"female",40,419254
"16732","England",2026,"male",40,394847
"16733","England",2026,"female",41,415266
"16734","England",2026,"male",41,391342
"16735","England",2026,"female",42,401135
"16736","England",2026,"male",42,377547
"16737","England",2026,"female",43,399575
"16738","England",2026,"male",43,376227
"16739","England",2026,"female",44,394744
"16740","England",2026,"male",44,374195
"16741","England",2026,"female",45,397946
"16742","England",2026,"male",45,376194
"16743","England",2026,"female",46,396947
"16744","England",2026,"male",46,377682
"16745","England",2026,"female",47,378608
"16746","England",2026,"male",47,362461
"16747","England",2026,"female",48,350671
"16748","England",2026,"male",48,338169
"16749","England",2026,"female",49,342733
"16750","England",2026,"male",49,331669
"16751","England",2026,"female",50,348473
"16752","England",2026,"male",50,337915
"16753","England",2026,"female",51,354698
"16754","England",2026,"male",51,343701
"16755","England",2026,"female",52,357648
"16756","England",2026,"male",52,346764
"16757","England",2026,"female",53,370020
"16758","England",2026,"male",53,359294
"16759","England",2026,"female",54,382942
"16760","England",2026,"male",54,371004
"16761","England",2026,"female",55,397343
"16762","England",2026,"male",55,381714
"16763","England",2026,"female",56,386123
"16764","England",2026,"male",56,371227
"16765","England",2026,"female",57,393441
"16766","England",2026,"male",57,378176
"16767","England",2026,"female",58,391262
"16768","England",2026,"male",58,375751
"16769","England",2026,"female",59,391806
"16770","England",2026,"male",59,377779
"16771","England",2026,"female",60,391075
"16772","England",2026,"male",60,373027
"16773","England",2026,"female",61,390578
"16774","England",2026,"male",61,372268
"16775","England",2026,"female",62,383830
"16776","England",2026,"male",62,365565
"16777","England",2026,"female",63,373452
"16778","England",2026,"male",63,355592
"16779","England",2026,"female",64,363379
"16780","England",2026,"male",64,345377
"16781","England",2026,"female",65,347198
"16782","England",2026,"male",65,331927
"16783","England",2026,"female",66,331768
"16784","England",2026,"male",66,316170
"16785","England",2026,"female",67,322097
"16786","England",2026,"male",67,304862
"16787","England",2026,"female",68,311285
"16788","England",2026,"male",68,294164
"16789","England",2026,"female",69,298065
"16790","England",2026,"male",69,278321
"16791","England",2026,"female",70,284588
"16792","England",2026,"male",70,265224
"16793","England",2026,"female",71,272976
"16794","England",2026,"male",71,250670
"16795","England",2026,"female",72,272105
"16796","England",2026,"male",72,246934
"16797","England",2026,"female",73,264506
"16798","England",2026,"male",73,239500
"16799","England",2026,"female",74,255976
"16800","England",2026,"male",74,227604
"16801","England",2026,"female",75,254452
"16802","England",2026,"male",75,225333
"16803","England",2026,"female",76,256556
"16804","England",2026,"male",76,223230
"16805","England",2026,"female",77,258696
"16806","England",2026,"male",77,224407
"16807","England",2026,"female",78,269717
"16808","England",2026,"male",78,231056
"16809","England",2026,"female",79,286168
"16810","England",2026,"male",79,244528
"16811","England",2026,"female",80,214609
"16812","England",2026,"male",80,179619
"16813","England",2026,"female",81,202594
"16814","England",2026,"male",81,166502
"16815","England",2026,"female",82,195172
"16816","England",2026,"male",82,158002
"16817","England",2026,"female",83,174632
"16818","England",2026,"male",83,137050
"16819","England",2026,"female",84,149610
"16820","England",2026,"male",84,114029
"16821","England",2026,"female",85,127524
"16822","England",2026,"male",85,93923
"16823","England",2026,"female",86,125312
"16824","England",2026,"male",86,89961
"16825","England",2026,"female",87,116503
"16826","England",2026,"male",87,81349
"16827","England",2026,"female",88,104888
"16828","England",2026,"male",88,70928
"16829","England",2026,"female",89,91405
"16830","England",2026,"male",89,59536
"16831","England",2026,"female",90,78435
"16832","England",2026,"male",90,48571
"16833","England",2026,"female",91,65984
"16834","England",2026,"male",91,39149
"16835","England",2026,"female",92,53132
"16836","England",2026,"male",92,29866
"16837","England",2026,"female",93,42885
"16838","England",2026,"male",93,22967
"16839","England",2026,"female",94,34336
"16840","England",2026,"male",94,17356
"16841","England",2026,"female",95,26418
"16842","England",2026,"male",95,12493
"16843","England",2026,"female",96,19686
"16844","England",2026,"male",96,8515
"16845","England",2026,"female",97,13589
"16846","England",2026,"male",97,5404
"16847","England",2026,"female",98,9179
"16848","England",2026,"male",98,3362
"16849","England",2026,"female",99,6057
"16850","England",2026,"male",99,2038
"16851","England",2026,"female",100,3876
"16852","England",2026,"male",100,1169
"16853","England",2026,"female",101,2378
"16854","England",2026,"male",101,646
"16855","England",2026,"female",102,1415
"16856","England",2026,"male",102,339
"16857","England",2026,"female",103,828
"16858","England",2026,"male",103,180
"16859","England",2026,"female",104,473
"16860","England",2026,"male",104,92
"16861","England",2027,"female",0,286511
"16862","England",2027,"male",0,300903
"16863","England",2027,"female",1,287534
"16864","England",2027,"male",1,302344
"16865","England",2027,"female",2,288609
"16866","England",2027,"male",2,303798
"16867","England",2027,"female",3,288314
"16868","England",2027,"male",3,303660
"16869","England",2027,"female",4,289733
"16870","England",2027,"male",4,305356
"16871","England",2027,"female",5,305639
"16872","England",2027,"male",5,321375
"16873","England",2027,"female",6,303652
"16874","England",2027,"male",6,318987
"16875","England",2027,"female",7,313013
"16876","England",2027,"male",7,328399
"16877","England",2027,"female",8,317399
"16878","England",2027,"male",8,334255
"16879","England",2027,"female",9,321725
"16880","England",2027,"male",9,337670
"16881","England",2027,"female",10,329179
"16882","England",2027,"male",10,345125
"16883","England",2027,"female",11,337265
"16884","England",2027,"male",11,354671
"16885","England",2027,"female",12,334671
"16886","England",2027,"male",12,351010
"16887","England",2027,"female",13,336561
"16888","England",2027,"male",13,352746
"16889","England",2027,"female",14,344525
"16890","England",2027,"male",14,362536
"16891","England",2027,"female",15,354529
"16892","England",2027,"male",15,372196
"16893","England",2027,"female",16,355147
"16894","England",2027,"male",16,374416
"16895","England",2027,"female",17,352839
"16896","England",2027,"male",17,371829
"16897","England",2027,"female",18,354324
"16898","England",2027,"male",18,374022
"16899","England",2027,"female",19,366256
"16900","England",2027,"male",19,386695
"16901","England",2027,"female",20,362777
"16902","England",2027,"male",20,385119
"16903","England",2027,"female",21,364264
"16904","England",2027,"male",21,388636
"16905","England",2027,"female",22,371578
"16906","England",2027,"male",22,398298
"16907","England",2027,"female",23,381537
"16908","England",2027,"male",23,405630
"16909","England",2027,"female",24,379019
"16910","England",2027,"male",24,400962
"16911","England",2027,"female",25,380027
"16912","England",2027,"male",25,394094
"16913","England",2027,"female",26,384307
"16914","England",2027,"male",26,393036
"16915","England",2027,"female",27,393325
"16916","England",2027,"male",27,401010
"16917","England",2027,"female",28,407648
"16918","England",2027,"male",28,412405
"16919","England",2027,"female",29,413893
"16920","England",2027,"male",29,412765
"16921","England",2027,"female",30,424132
"16922","England",2027,"male",30,418817
"16923","England",2027,"female",31,418572
"16924","England",2027,"male",31,412726
"16925","England",2027,"female",32,425063
"16926","England",2027,"male",32,414405
"16927","England",2027,"female",33,433951
"16928","England",2027,"male",33,419571
"16929","England",2027,"female",34,432421
"16930","England",2027,"male",34,416136
"16931","England",2027,"female",35,441505
"16932","England",2027,"male",35,423179
"16933","England",2027,"female",36,443634
"16934","England",2027,"male",36,424768
"16935","England",2027,"female",37,441807
"16936","England",2027,"male",37,418911
"16937","England",2027,"female",38,436634
"16938","England",2027,"male",38,412405
"16939","England",2027,"female",39,439843
"16940","England",2027,"male",39,412124
"16941","England",2027,"female",40,428275
"16942","England",2027,"male",40,399616
"16943","England",2027,"female",41,420658
"16944","England",2027,"male",41,395871
"16945","England",2027,"female",42,416384
"16946","England",2027,"male",42,392133
"16947","England",2027,"female",43,402035
"16948","England",2027,"male",43,378170
"16949","England",2027,"female",44,400292
"16950","England",2027,"male",44,376662
"16951","England",2027,"female",45,395232
"16952","England",2027,"male",45,374427
"16953","England",2027,"female",46,398233
"16954","England",2027,"male",46,376266
"16955","England",2027,"female",47,397136
"16956","England",2027,"male",47,377625
"16957","England",2027,"female",48,378679
"16958","England",2027,"male",48,362309
"16959","England",2027,"female",49,350628
"16960","England",2027,"male",49,337924
"16961","England",2027,"female",50,342583
"16962","England",2027,"male",50,331280
"16963","England",2027,"female",51,348135
"16964","England",2027,"male",51,337323
"16965","England",2027,"female",52,354136
"16966","England",2027,"male",52,342887
"16967","England",2027,"female",53,356927
"16968","England",2027,"male",53,345699
"16969","England",2027,"female",54,369080
"16970","England",2027,"male",54,357922
"16971","England",2027,"female",55,381771
"16972","England",2027,"male",55,369327
"16973","England",2027,"female",56,396017
"16974","England",2027,"male",56,379749
"16975","England",2027,"female",57,384703
"16976","England",2027,"male",57,369102
"16977","England",2027,"female",58,391880
"16978","England",2027,"male",58,375784
"16979","England",2027,"female",59,389576
"16980","England",2027,"male",59,373181
"16981","England",2027,"female",60,389965
"16982","England",2027,"male",60,374969
"16983","England",2027,"female",61,389112
"16984","England",2027,"male",61,369974
"16985","England",2027,"female",62,388421
"16986","England",2027,"male",62,368960
"16987","England",2027,"female",63,381529
"16988","England",2027,"male",63,362047
"16989","England",2027,"female",64,371060
"16990","England",2027,"male",64,351887
"16991","England",2027,"female",65,360849
"16992","England",2027,"male",65,341467
"16993","England",2027,"female",66,344595
"16994","England",2027,"male",66,327821
"16995","England",2027,"female",67,329079
"16996","England",2027,"male",67,311930
"16997","England",2027,"female",68,319198
"16998","England",2027,"male",68,300439
"16999","England",2027,"female",69,308177
"17000","England",2027,"male",69,289512
"17001","England",2027,"female",70,294776
"17002","England",2027,"male",70,273482
"17003","England",2027,"female",71,281092
"17004","England",2027,"male",71,260156
"17005","England",2027,"female",72,269266
"17006","England",2027,"male",72,245417
"17007","England",2027,"female",73,268017
"17008","England",2027,"male",73,241233
"17009","England",2027,"female",74,260122
"17010","England",2027,"male",74,233416
"17011","England",2027,"female",75,251318
"17012","England",2027,"male",75,221269
"17013","England",2027,"female",76,249320
"17014","England",2027,"male",76,218470
"17015","England",2027,"female",77,250816
"17016","England",2027,"male",77,215795
"17017","England",2027,"female",78,252240
"17018","England",2027,"male",78,216192
"17019","England",2027,"female",79,262148
"17020","England",2027,"male",79,221690
"17021","England",2027,"female",80,277074
"17022","England",2027,"male",80,233479
"17023","England",2027,"female",81,206855
"17024","England",2027,"male",81,170501
"17025","England",2027,"female",82,194252
"17026","England",2027,"male",82,156938
"17027","England",2027,"female",83,185964
"17028","England",2027,"male",83,147691
"17029","England",2027,"female",84,165179
"17030","England",2027,"male",84,126898
"17031","England",2027,"female",85,140324
"17032","England",2027,"male",85,104453
"17033","England",2027,"female",86,118479
"17034","England",2027,"male",86,85043
"17035","England",2027,"female",87,115209
"17036","England",2027,"male",87,80456
"17037","England",2027,"female",88,105870
"17038","England",2027,"male",88,71748
"17039","England",2027,"female",89,94105
"17040","England",2027,"male",89,61590
"17041","England",2027,"female",90,80824
"17042","England",2027,"male",90,50786
"17043","England",2027,"female",91,68053
"17044","England",2027,"male",91,40584
"17045","England",2027,"female",92,55960
"17046","England",2027,"male",92,31944
"17047","England",2027,"female",93,43957
"17048","England",2027,"male",93,23760
"17049","England",2027,"female",94,34504
"17050","England",2027,"male",94,17739
"17051","England",2027,"female",95,26779
"17052","England",2027,"male",95,12934
"17053","England",2027,"female",96,19900
"17054","England",2027,"male",96,8951
"17055","England",2027,"female",97,14269
"17056","England",2027,"male",97,5846
"17057","England",2027,"female",98,9444
"17058","England",2027,"male",98,3545
"17059","England",2027,"female",99,6100
"17060","England",2027,"male",99,2103
"17061","England",2027,"female",100,3841
"17062","England",2027,"male",100,1214
"17063","England",2027,"female",101,2340
"17064","England",2027,"male",101,663
"17065","England",2027,"female",102,1366
"17066","England",2027,"male",102,349
"17067","England",2027,"female",103,775
"17068","England",2027,"male",103,175
"17069","England",2027,"female",104,432
"17070","England",2027,"male",104,89
"17071","England",2028,"female",0,286944
"17072","England",2028,"male",0,301350
"17073","England",2028,"female",1,288271
"17074","England",2028,"male",1,303076
"17075","England",2028,"female",2,289845
"17076","England",2028,"male",2,305016
"17077","England",2028,"female",3,290067
"17078","England",2028,"male",3,305391
"17079","England",2028,"female",4,289429
"17080","England",2028,"male",4,304899
"17081","England",2028,"female",5,290790
"17082","England",2028,"male",5,306508
"17083","England",2028,"female",6,306646
"17084","England",2028,"male",6,322525
"17085","England",2028,"female",7,304679
"17086","England",2028,"male",7,320162
"17087","England",2028,"female",8,314086
"17088","England",2028,"male",8,329541
"17089","England",2028,"female",9,318453
"17090","England",2028,"male",9,335331
"17091","England",2028,"female",10,322828
"17092","England",2028,"male",10,338784
"17093","England",2028,"female",11,330244
"17094","England",2028,"male",11,346288
"17095","England",2028,"female",12,338287
"17096","England",2028,"male",12,355799
"17097","England",2028,"female",13,335788
"17098","England",2028,"male",13,352216
"17099","England",2028,"female",14,337941
"17100","England",2028,"male",14,354304
"17101","England",2028,"female",15,346214
"17102","England",2028,"male",15,364459
"17103","England",2028,"female",16,356531
"17104","England",2028,"male",16,374520
"17105","England",2028,"female",17,357706
"17106","England",2028,"male",17,377569
"17107","England",2028,"female",18,357476
"17108","England",2028,"male",18,377249
"17109","England",2028,"female",19,363087
"17110","England",2028,"male",19,383503
"17111","England",2028,"female",20,375823
"17112","England",2028,"male",20,397178
"17113","England",2028,"female",21,369485
"17114","England",2028,"male",21,393089
"17115","England",2028,"female",22,371057
"17116","England",2028,"male",22,395143
"17117","England",2028,"female",23,380131
"17118","England",2028,"male",23,405318
"17119","England",2028,"female",24,385858
"17120","England",2028,"male",24,410373
"17121","England",2028,"female",25,380472
"17122","England",2028,"male",25,403329
"17123","England",2028,"female",26,384514
"17124","England",2028,"male",26,397996
"17125","England",2028,"female",27,390312
"17126","England",2028,"male",27,398198
"17127","England",2028,"female",28,399570
"17128","England",2028,"male",28,406598
"17129","England",2028,"female",29,413579
"17130","England",2028,"male",29,417922
"17131","England",2028,"female",30,419299
"17132","England",2028,"male",30,418017
"17133","England",2028,"female",31,429072
"17134","England",2028,"male",31,423819
"17135","England",2028,"female",32,422790
"17136","England",2028,"male",32,417043
"17137","England",2028,"female",33,428510
"17138","England",2028,"male",33,417879
"17139","England",2028,"female",34,437052
"17140","England",2028,"male",34,422778
"17141","England",2028,"female",35,435118
"17142","England",2028,"male",35,418979
"17143","England",2028,"female",36,443736
"17144","England",2028,"male",36,425455
"17145","England",2028,"female",37,445503
"17146","England",2028,"male",37,426562
"17147","England",2028,"female",38,443338
"17148","England",2028,"male",38,420262
"17149","England",2028,"female",39,437945
"17150","England",2028,"male",39,413454
"17151","England",2028,"female",40,440977
"17152","England",2028,"male",40,412870
"17153","England",2028,"female",41,429225
"17154","England",2028,"male",41,400083
"17155","England",2028,"female",42,421369
"17156","England",2028,"male",42,396156
"17157","England",2028,"female",43,416908
"17158","England",2028,"male",43,392277
"17159","England",2028,"female",44,402427
"17160","England",2028,"male",44,378198
"17161","England",2028,"female",45,400481
"17162","England",2028,"male",45,376530
"17163","England",2028,"female",46,395258
"17164","England",2028,"male",46,374179
"17165","England",2028,"female",47,398171
"17166","England",2028,"male",47,375913
"17167","England",2028,"female",48,396943
"17168","England",2028,"male",48,377158
"17169","England",2028,"female",49,378375
"17170","England",2028,"male",49,361753
"17171","England",2028,"female",50,350281
"17172","England",2028,"male",50,337304
"17173","England",2028,"female",51,342095
"17174","England",2028,"male",51,330525
"17175","England",2028,"female",52,347443
"17176","England",2028,"male",52,336369
"17177","England",2028,"female",53,353294
"17178","England",2028,"male",53,341688
"17179","England",2028,"female",54,355907
"17180","England",2028,"male",54,344248
"17181","England",2028,"female",55,367845
"17182","England",2028,"male",55,356177
"17183","England",2028,"female",56,380386
"17184","England",2028,"male",56,367294
"17185","England",2028,"female",57,394455
"17186","England",2028,"male",57,377453
"17187","England",2028,"female",58,383081
"17188","England",2028,"male",58,366658
"17189","England",2028,"female",59,390098
"17190","England",2028,"male",59,373107
"17191","England",2028,"female",60,387661
"17192","England",2028,"male",60,370309
"17193","England",2028,"female",61,387931
"17194","England",2028,"male",61,371815
"17195","England",2028,"female",62,386896
"17196","England",2028,"male",62,366605
"17197","England",2028,"female",63,386033
"17198","England",2028,"male",63,365332
"17199","England",2028,"female",64,379033
"17200","England",2028,"male",64,358210
"17201","England",2028,"female",65,368438
"17202","England",2028,"male",65,347857
"17203","England",2028,"female",66,358118
"17204","England",2028,"male",66,337216
"17205","England",2028,"female",67,341788
"17206","England",2028,"male",67,323411
"17207","England",2028,"female",68,326121
"17208","England",2028,"male",68,307404
"17209","England",2028,"female",69,316024
"17210","England",2028,"male",69,295703
"17211","England",2028,"female",70,304793
"17212","England",2028,"male",70,284512
"17213","England",2028,"female",71,291176
"17214","England",2028,"male",71,268301
"17215","England",2028,"female",72,277298
"17216","England",2028,"male",72,254760
"17217","England",2028,"female",73,265253
"17218","England",2028,"male",73,239814
"17219","England",2028,"female",74,263608
"17220","England",2028,"male",74,235159
"17221","England",2028,"female",75,255416
"17222","England",2028,"male",75,226956
"17223","England",2028,"female",76,246275
"17224","England",2028,"male",76,214551
"17225","England",2028,"female",77,243773
"17226","England",2028,"male",77,211201
"17227","England",2028,"female",78,244606
"17228","England",2028,"male",78,207899
"17229","England",2028,"female",79,245243
"17230","England",2028,"male",79,207455
"17231","England",2028,"female",80,253938
"17232","England",2028,"male",80,211756
"17233","England",2028,"female",81,267215
"17234","England",2028,"male",81,221794
"17235","England",2028,"female",82,198477
"17236","England",2028,"male",82,160894
"17237","England",2028,"female",83,185242
"17238","England",2028,"male",83,146910
"17239","England",2028,"female",84,176075
"17240","England",2028,"male",84,136965
"17241","England",2028,"female",85,155108
"17242","England",2028,"male",85,116422
"17243","England",2028,"female",86,130536
"17244","England",2028,"male",86,94706
"17245","England",2028,"female",87,109055
"17246","England",2028,"male",87,76139
"17247","England",2028,"female",88,104802
"17248","England",2028,"male",88,71023
"17249","England",2028,"female",89,95083
"17250","England",2028,"male",89,62363
"17251","England",2028,"female",90,83326
"17252","England",2028,"male",90,52614
"17253","England",2028,"female",91,70267
"17254","England",2028,"male",91,42520
"17255","England",2028,"female",92,57867
"17256","England",2028,"male",92,33197
"17257","England",2028,"female",93,46439
"17258","England",2028,"male",93,25488
"17259","England",2028,"female",94,35484
"17260","England",2028,"male",94,18413
"17261","England",2028,"female",95,27006
"17262","England",2028,"male",95,13269
"17263","England",2028,"female",96,20252
"17264","England",2028,"male",96,9305
"17265","England",2028,"female",97,14488
"17266","England",2028,"male",97,6172
"17267","England",2028,"female",98,9964
"17268","England",2028,"male",98,3852
"17269","England",2028,"female",99,6304
"17270","England",2028,"male",99,2227
"17271","England",2028,"female",100,3883
"17272","England",2028,"male",100,1258
"17273","England",2028,"female",101,2325
"17274","England",2028,"male",101,691
"17275","England",2028,"female",102,1346
"17276","England",2028,"male",102,359
"17277","England",2028,"female",103,747
"17278","England",2028,"male",103,180
"17279","England",2028,"female",104,404
"17280","England",2028,"male",104,86
"17281","England",2029,"female",0,287296
"17282","England",2029,"male",0,301721
"17283","England",2029,"female",1,288707
"17284","England",2029,"male",1,303526
"17285","England",2029,"female",2,290583
"17286","England",2029,"male",2,305749
"17287","England",2029,"female",3,291303
"17288","England",2029,"male",3,306610
"17289","England",2029,"female",4,291182
"17290","England",2029,"male",4,306631
"17291","England",2029,"female",5,290490
"17292","England",2029,"male",5,306056
"17293","England",2029,"female",6,291799
"17294","England",2029,"male",6,307663
"17295","England",2029,"female",7,307675
"17296","England",2029,"male",7,323702
"17297","England",2029,"female",8,305756
"17298","England",2029,"male",8,321308
"17299","England",2029,"female",9,315143
"17300","England",2029,"male",9,330619
"17301","England",2029,"female",10,319558
"17302","England",2029,"male",10,336448
"17303","England",2029,"female",11,323896
"17304","England",2029,"male",11,339953
"17305","England",2029,"female",12,331267
"17306","England",2029,"male",12,347421
"17307","England",2029,"female",13,339404
"17308","England",2029,"male",13,357006
"17309","England",2029,"female",14,337169
"17310","England",2029,"male",14,353776
"17311","England",2029,"female",15,339634
"17312","England",2029,"male",15,356232
"17313","England",2029,"female",16,348219
"17314","England",2029,"male",16,366788
"17315","England",2029,"female",17,359090
"17316","England",2029,"male",17,377676
"17317","England",2029,"female",18,362342
"17318","England",2029,"male",18,382990
"17319","England",2029,"female",19,366251
"17320","England",2029,"male",19,386729
"17321","England",2029,"female",20,372658
"17322","England",2029,"male",20,393979
"17323","England",2029,"female",21,382522
"17324","England",2029,"male",21,405141
"17325","England",2029,"female",22,376279
"17326","England",2029,"male",22,399595
"17327","England",2029,"female",23,379603
"17328","England",2029,"male",23,402164
"17329","England",2029,"female",24,384439
"17330","England",2029,"male",24,410059
"17331","England",2029,"female",25,387305
"17332","England",2029,"male",25,412741
"17333","England",2029,"female",26,384962
"17334","England",2029,"male",26,407238
"17335","England",2029,"female",27,390518
